status,year,quarter,url,zip_path,extract_path,file_size_mb,download_start,download_time,extract_start,extract_time,extracted_files,http_status
success,2025,2,https://www.sec.gov/files/dera/data/financial-statement-data-sets/2025q2.zip,01_data/01_raw/2025q2.zip,01_data/02_bronze/2025q2,75.31525421142578,2025-10-30 23:08:08.178575,1.593485 seconds,2025-10-30 23:08:09.772107,0.584922 seconds,"[""tag.txt"", ""pre.txt"", ""sub.txt"", ""readme.htm"", ""num.txt""]",200
success,2025,1,https://www.sec.gov/files/dera/data/financial-statement-data-sets/2025q1.zip,01_data/01_raw/2025q1.zip,01_data/02_bronze/2025q1,121.84625339508057,2025-10-31 11:54:17.817872,3.819527 seconds,2025-10-31 11:54:21.637445,0.815076 seconds,"[""tag.txt"", ""pre.txt"", ""sub.txt"", ""readme.htm"", ""num.txt""]",200
success,2025,1,https://www.sec.gov/files/dera/data/financial-statement-data-sets/2025q1.zip,01_data/01_sampleData/01_raw/2025q1.zip,01_data/01_sampleData/02_bronze/2025q1,121.84625339508057,2025-11-03 16:12:59.452239,2.983866 seconds,2025-11-03 16:13:02.436145,0.791616 seconds,"[""tag.txt"", ""pre.txt"", ""sub.txt"", ""readme.htm"", ""num.txt""]",200
success,2025,1,https://www.sec.gov/files/dera/data/financial-statement-data-sets/2025q1.zip,01_data/01_sampleData/01_raw/2025q1.zip,01_data/01_sampleData/02_bronze/2025q1,121.84625339508057,2025-11-03 16:13:55.833593,2.865087 seconds,2025-11-03 16:13:58.698778,0.798281 seconds,"[""tag.txt"", ""pre.txt"", ""sub.txt"", ""readme.htm"", ""num.txt""]",200
